source	pathway_id	pathway_name	n_genes	primary_10_500_flag
GO_BP	GO:0002072	optic cup morphogenesis involved in camera-type eye development	6	0
GO_BP	GO:0002074	extraocular skeletal muscle development	4	0
GO_BP	GO:0002076	osteoblast development	7	0
GO_BP	GO:0002077	acrosome matrix dispersal	1	0
GO_BP	GO:0002082	regulation of oxidative phosphorylation	19	1
GO_BP	GO:0002084	protein depalmitoylation	6	0
GO_BP	GO:0002085	inhibition of neuroepithelial cell differentiation	1	0
GO_BP	GO:0002086	diaphragm contraction	2	0
GO_BP	GO:0002087	regulation of respiratory gaseous exchange by nervous system process	6	0
GO_BP	GO:0002088	lens development in camera-type eye	48	1
GO_BP	GO:0002089	lens morphogenesis in camera-type eye	14	1
GO_BP	GO:0002090	regulation of receptor internalization	74	1
GO_BP	GO:0002091	negative regulation of receptor internalization	14	1
GO_BP	GO:0002092	positive regulation of receptor internalization	28	1
GO_BP	GO:0002093	auditory receptor cell morphogenesis	10	1
GO_BP	GO:0002097	tRNA wobble base modification	31	1
GO_BP	GO:0002098	tRNA wobble uridine modification	19	1
GO_BP	GO:0002099	tRNA wobble guanine modification	6	0
GO_BP	GO:0002100	tRNA wobble adenosine to inosine editing	2	0
GO_BP	GO:0002101	tRNA wobble cytosine modification	4	0
GO_BP	GO:0002115	store-operated calcium entry	10	1
GO_BP	GO:0002118	aggressive behavior	6	0
GO_BP	GO:0002125	maternal aggressive behavior	4	0
GO_BP	GO:0002127	tRNA wobble base cytosine methylation	2	0
GO_BP	GO:0002128	tRNA nucleoside ribose methylation	3	0
GO_BP	GO:0002130	wobble position ribose methylation	2	0
GO_BP	GO:0002138	retinoic acid biosynthetic process	8	0
GO_BP	GO:0002143	tRNA wobble position uridine thiolation	6	0
GO_BP	GO:0002152	bile acid conjugation	1	0
GO_BP	GO:0002154	thyroid hormone receptor signaling pathway	3	0
GO_BP	GO:0002155	regulation of thyroid hormone receptor signaling pathway	3	0
GO_BP	GO:0002157	positive regulation of thyroid hormone receptor signaling pathway	3	0
GO_BP	GO:0002158	osteoclast proliferation	1	0
GO_BP	GO:0002159	desmosome assembly	8	0
GO_BP	GO:0002160	desmosome maintenance	3	0
GO_BP	GO:0002175	protein localization to paranode region of axon	4	0
GO_BP	GO:0002176	male germ cell proliferation	1	0
GO_BP	GO:0002181	cytoplasmic translation	166	1
GO_BP	GO:0002182	cytoplasmic translational elongation	40	1
GO_BP	GO:0002183	cytoplasmic translational initiation	37	1
GO_BP	GO:0002184	cytoplasmic translational termination	1	0
GO_BP	GO:0002188	translation reinitiation	3	0
GO_BP	GO:0002190	cap-independent translational initiation	1	0
GO_BP	GO:0002191	cap-dependent translational initiation	6	0
GO_BP	GO:0002192	IRES-dependent translational initiation of linear mRNA	1	0
GO_BP	GO:0002200	somatic diversification of immune receptors	44	1
GO_BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	15	1
GO_BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	19	1
GO_BP	GO:0002209	behavioral defense response	8	0
GO_BP	GO:0002215	defense response to nematode	1	0
GO_BP	GO:0002218	activation of innate immune response	167	1
GO_BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	62	1
GO_BP	GO:0002221	pattern recognition receptor signaling pathway	124	1
GO_BP	GO:0002222	stimulatory killer cell immunoglobulin-like receptor signaling pathway	1	0
GO_BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	21	1
GO_BP	GO:0002224	toll-like receptor signaling pathway	46	1
GO_BP	GO:0002225	positive regulation of antimicrobial peptide production	4	0
GO_BP	GO:0002227	innate immune response in mucosa	23	1
GO_BP	GO:0002228	natural killer cell mediated immunity	41	1
GO_BP	GO:0002230	positive regulation of defense response to virus by host	31	1
GO_BP	GO:0002232	leukocyte chemotaxis involved in inflammatory response	6	0
GO_BP	GO:0002237	response to molecule of bacterial origin	277	1
GO_BP	GO:0002238	response to molecule of fungal origin	4	0
GO_BP	GO:0002244	hematopoietic progenitor cell differentiation	32	1
GO_BP	GO:0002246	wound healing involved in inflammatory response	5	0
GO_BP	GO:0002248	connective tissue replacement involved in inflammatory response wound healing	3	0
GO_BP	GO:0002250	adaptive immune response	199	1
GO_BP	GO:0002251	organ or tissue specific immune response	39	1
GO_BP	GO:0002252	immune effector process	322	1
GO_BP	GO:0002253	activation of immune response	344	1
GO_BP	GO:0002254	kinin cascade	3	0
GO_BP	GO:0002260	lymphocyte homeostasis	46	1
GO_BP	GO:0002262	myeloid cell homeostasis	90	1
GO_BP	GO:0002263	cell activation involved in immune response	180	1
GO_BP	GO:0002264	endothelial cell activation involved in immune response	1	0
GO_BP	GO:0002265	astrocyte activation involved in immune response	4	0
GO_BP	GO:0002266	follicular dendritic cell activation	1	0
GO_BP	GO:0002269	leukocyte activation involved in inflammatory response	32	1
GO_BP	GO:0002270	plasmacytoid dendritic cell activation	3	0
GO_BP	GO:0002273	plasmacytoid dendritic cell differentiation	1	0
GO_BP	GO:0002274	myeloid leukocyte activation	125	1
GO_BP	GO:0002275	myeloid cell activation involved in immune response	55	1
GO_BP	GO:0002276	basophil activation involved in immune response	2	0
GO_BP	GO:0002277	myeloid dendritic cell activation involved in immune response	3	0
GO_BP	GO:0002278	eosinophil activation involved in immune response	4	0
GO_BP	GO:0002279	mast cell activation involved in immune response	21	1
GO_BP	GO:0002280	monocyte activation involved in immune response	1	0
GO_BP	GO:0002281	macrophage activation involved in immune response	19	1
GO_BP	GO:0002282	microglial cell activation involved in immune response	8	0
GO_BP	GO:0002283	neutrophil activation involved in immune response	10	1
GO_BP	GO:0002285	lymphocyte activation involved in immune response	124	1
GO_BP	GO:0002286	T cell activation involved in immune response	80	1
GO_BP	GO:0002287	alpha-beta T cell activation involved in immune response	46	1
GO_BP	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	6	0
GO_BP	GO:0002292	T cell differentiation involved in immune response	46	1
GO_BP	GO:0002295	T-helper cell lineage commitment	14	1
GO_BP	GO:0002296	T-helper 1 cell lineage commitment	3	0
GO_BP	GO:0002302	CD8-positive, alpha-beta T cell differentiation involved in immune response	1	0
GO_BP	GO:0002304	gamma-delta intraepithelial T cell differentiation	1	0
GO_BP	GO:0002305	CD8-positive, gamma-delta intraepithelial T cell differentiation	1	0
GO_BP	GO:0002309	T cell proliferation involved in immune response	3	0
GO_BP	GO:0002312	B cell activation involved in immune response	55	1
GO_BP	GO:0002313	mature B cell differentiation involved in immune response	23	1
GO_BP	GO:0002314	germinal center B cell differentiation	7	0
GO_BP	GO:0002315	marginal zone B cell differentiation	10	1
GO_BP	GO:0002316	follicular B cell differentiation	3	0
GO_BP	GO:0002317	plasma cell differentiation	2	0
GO_BP	GO:0002318	myeloid progenitor cell differentiation	2	0
GO_BP	GO:0002319	memory B cell differentiation	1	0
GO_BP	GO:0002320	lymphoid progenitor cell differentiation	7	0
GO_BP	GO:0002322	B cell proliferation involved in immune response	3	0
GO_BP	GO:0002323	natural killer cell activation involved in immune response	22	1
GO_BP	GO:0002326	B cell lineage commitment	2	0
GO_BP	GO:0002327	immature B cell differentiation	12	1
GO_BP	GO:0002328	pro-B cell differentiation	3	0
GO_BP	GO:0002329	pre-B cell differentiation	5	0
GO_BP	GO:0002331	pre-B cell allelic exclusion	3	0
GO_BP	GO:0002332	transitional stage B cell differentiation	1	0
GO_BP	GO:0002334	transitional two stage B cell differentiation	1	0
GO_BP	GO:0002335	mature B cell differentiation	24	1
GO_BP	GO:0002336	B-1 B cell lineage commitment	1	0
GO_BP	GO:0002339	B cell selection	1	0
GO_BP	GO:0002343	peripheral B cell selection	1	0
GO_BP	GO:0002344	B cell affinity maturation	1	0
GO_BP	GO:0002347	response to tumor cell	21	1
GO_BP	GO:0002349	histamine production involved in inflammatory response	4	0
GO_BP	GO:0002351	serotonin production involved in inflammatory response	3	0
GO_BP	GO:0002353	plasma kallikrein-kinin cascade	3	0
GO_BP	GO:0002355	detection of tumor cell	1	0
GO_BP	GO:0002357	defense response to tumor cell	12	1
GO_BP	GO:0002360	T cell lineage commitment	20	1
GO_BP	GO:0002361	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	2	0
GO_BP	GO:0002362	CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	2	0
GO_BP	GO:0002363	alpha-beta T cell lineage commitment	18	1
GO_BP	GO:0002364	NK T cell lineage commitment	1	0
GO_BP	GO:0002366	leukocyte activation involved in immune response	175	1
GO_BP	GO:0002376	immune system process	1680	0
GO_BP	GO:0002377	immunoglobulin production	40	1
GO_BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	20	1
GO_BP	GO:0002384	hepatic immune response	2	0
GO_BP	GO:0002385	mucosal immune response	36	1
GO_BP	GO:0002387	immune response in gut-associated lymphoid tissue	7	0
GO_BP	GO:0002394	tolerance induction in gut-associated lymphoid tissue	4	0
GO_BP	GO:0002395	immune response in nasopharyngeal-associated lymphoid tissue	1	0
GO_BP	GO:0002396	MHC protein complex assembly	19	1
GO_BP	GO:0002397	MHC class I protein complex assembly	6	0
GO_BP	GO:0002398	MHC class Ib protein complex assembly	1	0
GO_BP	GO:0002399	MHC class II protein complex assembly	14	1
GO_BP	GO:0002401	tolerance induction in mucosal-associated lymphoid tissue	4	0
GO_BP	GO:0002404	antigen sampling in mucosal-associated lymphoid tissue	1	0
GO_BP	GO:0002406	antigen sampling by M cells in mucosal-associated lymphoid tissue	1	0
GO_BP	GO:0002407	dendritic cell chemotaxis	16	1
GO_BP	GO:0002408	myeloid dendritic cell chemotaxis	2	0
GO_BP	GO:0002412	antigen transcytosis by M cells in mucosal-associated lymphoid tissue	1	0
GO_BP	GO:0002414	immunoglobulin transcytosis in epithelial cells	4	0
GO_BP	GO:0002415	immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor	2	0
GO_BP	GO:0002416	IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor	1	0
GO_BP	GO:0002418	immune response to tumor cell	5	0
GO_BP	GO:0002419	T cell mediated cytotoxicity directed against tumor cell target	1	0
GO_BP	GO:0002420	natural killer cell mediated cytotoxicity directed against tumor cell target	1	0
GO_BP	GO:0002423	natural killer cell mediated immune response to tumor cell	1	0
GO_BP	GO:0002424	T cell mediated immune response to tumor cell	1	0
GO_BP	GO:0002427	mucosal tolerance induction	4	0
GO_BP	GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	15	1
GO_BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	213	1
GO_BP	GO:0002430	complement receptor mediated signaling pathway	15	1
GO_BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	24	1
GO_BP	GO:0002432	granuloma formation	1	0
GO_BP	GO:0002434	immune complex clearance	3	0
GO_BP	GO:0002435	immune complex clearance by erythrocytes	1	0
GO_BP	GO:0002436	immune complex clearance by monocytes and macrophages	1	0
GO_BP	GO:0002437	inflammatory response to antigenic stimulus	22	1
GO_BP	GO:0002438	acute inflammatory response to antigenic stimulus	13	1
GO_BP	GO:0002439	chronic inflammatory response to antigenic stimulus	1	0
GO_BP	GO:0002440	production of molecular mediator of immune response	43	1
GO_BP	GO:0002441	histamine secretion involved in inflammatory response	4	0
GO_BP	GO:0002442	serotonin secretion involved in inflammatory response	3	0
GO_BP	GO:0002443	leukocyte mediated immunity	166	1
GO_BP	GO:0002444	myeloid leukocyte mediated immunity	56	1
GO_BP	GO:0002445	type II hypersensitivity	6	0
GO_BP	GO:0002446	neutrophil mediated immunity	25	1
GO_BP	GO:0002447	eosinophil mediated immunity	5	0
GO_BP	GO:0002448	mast cell mediated immunity	22	1
GO_BP	GO:0002449	lymphocyte mediated immunity	122	1
GO_BP	GO:0002450	B cell antigen processing and presentation	1	0
GO_BP	GO:0002451	peripheral B cell tolerance induction	1	0
GO_BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	12	1
GO_BP	GO:0002456	T cell mediated immunity	26	1
GO_BP	GO:0002457	T cell antigen processing and presentation	1	0
GO_BP	GO:0002458	peripheral T cell tolerance induction	1	0
GO_BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	149	1
GO_BP	GO:0002461	tolerance induction dependent upon immune response	7	0
GO_BP	GO:0002462	tolerance induction to nonself antigen	4	0
GO_BP	GO:0002465	peripheral tolerance induction	2	0
GO_BP	GO:0002467	germinal center formation	4	0
GO_BP	GO:0002468	dendritic cell antigen processing and presentation	4	0
GO_BP	GO:0002469	myeloid dendritic cell antigen processing and presentation	2	0
GO_BP	GO:0002470	plasmacytoid dendritic cell antigen processing and presentation	1	0
GO_BP	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	32	1
GO_BP	GO:0002475	antigen processing and presentation via MHC class Ib	20	1
GO_BP	GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	14	1
GO_BP	GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	7	0
GO_BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	37	1
GO_BP	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	2	0
GO_BP	GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	1	0
GO_BP	GO:0002483	antigen processing and presentation of endogenous peptide antigen	22	1
GO_BP	GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	13	1
GO_BP	GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent	1	0
GO_BP	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	13	1
GO_BP	GO:0002488	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway	1	0
GO_BP	GO:0002489	antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent	1	0
GO_BP	GO:0002491	antigen processing and presentation of endogenous peptide antigen via MHC class II	2	0
GO_BP	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	28	1
GO_BP	GO:0002501	peptide antigen assembly with MHC protein complex	19	1
GO_BP	GO:0002502	peptide antigen assembly with MHC class I protein complex	6	0
GO_BP	GO:0002503	peptide antigen assembly with MHC class II protein complex	14	1
GO_BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	29	1
GO_BP	GO:0002505	antigen processing and presentation of polysaccharide antigen via MHC class II	1	0
GO_BP	GO:0002507	tolerance induction	16	1
GO_BP	GO:0002508	central tolerance induction	2	0
GO_BP	GO:0002509	central tolerance induction to self antigen	1	0
GO_BP	GO:0002513	tolerance induction to self antigen	2	0
GO_BP	GO:0002514	B cell tolerance induction	1	0
GO_BP	GO:0002517	T cell tolerance induction	2	0
GO_BP	GO:0002518	lymphocyte chemotaxis across high endothelial venule	1	0
GO_BP	GO:0002519	natural killer cell tolerance induction	3	0
GO_BP	GO:0002520	immune system development	96	1
GO_BP	GO:0002521	leukocyte differentiation	321	1
GO_BP	GO:0002522	leukocyte migration involved in immune response	2	0
GO_BP	GO:0002523	leukocyte migration involved in inflammatory response	17	1
GO_BP	GO:0002524	hypersensitivity	8	0
GO_BP	GO:0002526	acute inflammatory response	50	1
GO_BP	GO:0002528	regulation of vascular permeability involved in acute inflammatory response	3	0
GO_BP	GO:0002532	production of molecular mediator involved in inflammatory response	13	1
GO_BP	GO:0002538	arachidonate metabolite production involved in inflammatory response	2	0
GO_BP	GO:0002539	prostaglandin production involved in inflammatory response	1	0
GO_BP	GO:0002541	activation of plasma proteins involved in acute inflammatory response	1	0
GO_BP	GO:0002542	Factor XII activation	3	0
GO_BP	GO:0002543	activation of blood coagulation via clotting cascade	3	0
GO_BP	GO:0002544	chronic inflammatory response	13	1
GO_BP	GO:0002548	monocyte chemotaxis	25	1
GO_BP	GO:0002551	mast cell chemotaxis	4	0
GO_BP	GO:0002552	serotonin secretion by mast cell	1	0
GO_BP	GO:0002553	histamine secretion by mast cell	4	0
GO_BP	GO:0002554	serotonin secretion by platelet	2	0
GO_BP	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	30	1
GO_BP	GO:0002566	somatic diversification of immune receptors via somatic mutation	10	1
GO_BP	GO:0002568	somatic diversification of T cell receptor genes	1	0
GO_BP	GO:0002572	pro-T cell differentiation	1	0
GO_BP	GO:0002573	myeloid leukocyte differentiation	115	1
GO_BP	GO:0002574	thrombocyte differentiation	1	0
GO_BP	GO:0002575	basophil chemotaxis	1	0
GO_BP	GO:0002576	platelet degranulation	7	0
GO_BP	GO:0002577	regulation of antigen processing and presentation	21	1
GO_BP	GO:0002578	negative regulation of antigen processing and presentation	8	0
GO_BP	GO:0002579	positive regulation of antigen processing and presentation	9	0
GO_BP	GO:0002580	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	5	0
GO_BP	GO:0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	3	0
GO_BP	GO:0002582	positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	2	0
GO_BP	GO:0002583	regulation of antigen processing and presentation of peptide antigen	6	0
GO_BP	GO:0002584	negative regulation of antigen processing and presentation of peptide antigen	4	0
GO_BP	GO:0002585	positive regulation of antigen processing and presentation of peptide antigen	2	0
GO_BP	GO:0002586	regulation of antigen processing and presentation of peptide antigen via MHC class II	4	0
GO_BP	GO:0002587	negative regulation of antigen processing and presentation of peptide antigen via MHC class II	2	0
